frame,timestamp,track_id,class_id,class_name,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,center_x,center_y,velocity_x,velocity_y,speed,acceleration_y
220,7.333,60,0,person,0.545,991.5,144.3,1049.1,254.8,1020.3,199.6,0.0,0.0,0.0,0.0
221,7.367,51,0,person,0.751,619.0,107.8,748.1,311.8,683.6,209.8,3.35,-3.0,4.5,0.72
221,7.367,60,0,person,0.37,1001.7,144.1,1059.3,254.4,1030.5,199.2,10.2,-0.31,10.21,-0.31
222,7.4,51,0,person,0.763,624.9,108.3,751.2,311.4,688.0,209.9,4.46,0.05,4.46,3.04
223,7.433,51,0,person,0.787,627.2,105.0,751.8,308.4,689.5,206.7,1.47,-3.17,3.5,-3.22
223,7.433,60,0,person,0.449,1012.0,146.2,1069.7,256.4,1040.9,201.3,5.18,1.02,5.28,0.67
224,7.467,51,0,person,0.783,627.3,115.2,743.8,305.2,685.6,210.2,-3.94,3.55,5.3,6.73
224,7.467,60,0,person,0.354,1015.2,145.4,1075.8,260.9,1045.5,203.2,4.62,1.91,4.99,0.88
225,7.5,51,0,person,0.81,628.5,121.9,740.8,303.7,684.6,212.8,-0.92,2.56,2.72,-0.99
225,7.5,60,0,person,0.708,1018.3,143.3,1082.8,265.1,1050.6,204.2,5.08,1.04,5.19,-0.87
226,7.533,51,0,person,0.824,632.6,127.9,741.1,302.6,686.9,215.3,2.21,2.46,3.31,-0.1
227,7.567,51,0,person,0.73,634.3,129.0,743.7,305.3,689.0,217.1,2.13,1.87,2.84,-0.58
228,7.6,51,0,person,0.719,631.0,139.1,737.5,310.7,684.3,224.9,-4.73,7.76,9.09,5.89
